OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0009883.5
OG0000018.842	OG0004154.30	OG0000002.1788	OG0000015.773	OG0000435.0	OG0002869.0	OG0007778.4	OG0003463.6	OG0005399.4
-1.4707287562940685	-2.522426280825767	-1.3932735249871873	-0.9905094970525475	-2.039784866105864	-2.187378560422908	-1.6757654377294688	-2.0017322736212373	-1.5728229453179
OG0000923.0	OG0000269.0	OG0000007.976	OG0000429.0	OG0001645.0	OG0005656.10	OG0003593.0	OG0005599.2	OG0004975.0
-1.6228207102633614	-2.168771306825942	-1.3154505308161575	-1.886299500835272	-1.5004219529898684	-2.0403782015207206	-2.1228054528737617	-2.532824877385981	-2.7312063248775216
OG0000109.0	OG0000334.9	OG0007295.0	OG0003831.0	OG0000039.0	OG0005095.4	OG0004975.0	OG0008089.0	OG0000015.1
-1.6975932054422744	-2.089267338097087	-2.1449671027979202	-2.038598926835721	-1.3222888137393203	-2.5773364083449786	-2.7312063248775216	-2.298317879704717	-1.0081017984969645
OG0000176.0	OG0009964.4	OG0001981.2	OG0000121.128	OG0000032.252	OG0000169.16	OG0005490.6	OG0004455.4
-1.873555700275309	-3.1726687293877394	-3.36602018158957	-2.13384372432621	-1.542458237592193	-1.6402539530945293	-3.349382474621595	-2.8900377466011817
OG0000054.0	OG0002284.0	OG0012136.0	OG0000239.0	OG0007437.0	OG0000307.20	OG0006414.0	OG0002447.0	OG0000119.0
-1.5576668766702486	-1.690590950759881	-3.0649174766813383	-1.7107557148433576	-2.005203073308613	-1.1504009888485485	-2.1975999598851605	-2.128787175742486	-2.414268267034073
OG0000310.18	OG0003584.16	OG0011372.0	OG0000047.282	OG0005918.2	OG0000032.252	OG0000071.0	OG0000574.1	OG0006197.0
-1.6157291074575852	-1.9953907467474106	-2.427013346937462	-2.4104282460262545	-2.4719288354212647	-1.542458237592193	-1.5006260549978325	-2.40621599473934	-2.298317879704717
OG0007030.0	OG0000010.64	OG0006740.4	OG0003831.0	OG0000486.2	OG0000002.1788	OG0000350.8	OG0000009.1514	OG0005097.2
-2.1713684183119812	-1.4568010998066674	-1.9939533698815852	-2.038598926835721	-1.8349563505169555	-1.3932735249871873	-1.4568010998066674	-3.2467377807321434	-2.6197138438769216
OG0005250.2	OG0007119.0	OG0008991.8	OG0000239.0	OG0004749.2	OG0005229.4	OG0000710.0	OG0000002.1788	OG0000015.1
-4.171888402113209	-2.706511797624492	-3.9253301633124624	-1.7107557148433576	-2.1090475285429777	-2.229044129208878	-1.9825056205407274	-1.3932735249871873	-1.0081017984969645
OG0000310.18	OG0005414.0	OG0000045.0	OG0000269.0	OG0003800.0	OG0000435.0	OG0003731.0	OG0008357.6	OG0003914.5
-1.6157291074575852	-2.091110253026279	-1.3462979086065388	-2.168771306825942	-1.8507406345003772	-2.039784866105864	-2.3481331652347563	-1.7095755961347006	-2.5403585500713883
OG0000310.18	OG0000027.457	OG0000176.0	OG0003155.34	OG0005090.0	OG0005229.4	OG0012747.0	OG0009980.2	OG0000442.2
-1.6157291074575852	-2.107803289534515	-1.873555700275309	-2.9072513144604764	-1.9666298615394082	-2.229044129208878	-3.1713684183119812	-2.9953907467474106	-1.386468347082073
OG0000054.0	OG0000018.842	OG0004811.0	OG0004749.2	OG0006561.0	OG0003328.36	OG0000435.0	OG0005626.0	OG0000116.0
-1.5576668766702486	-1.4707287562940685	-2.0886535558964283	-2.1090475285429777	-1.8951266232739816	-1.2861282574641009	-2.039784866105864	-2.160685336544851	-1.732164607902385
OG0012870.0	OG0000132.40	OG0003949.1	OG0000239.0	OG0000047.282	OG0005902.0	OG0000011.866	OG0006417.0	OG0005142.2
-2.6470155419793557	-1.6201572725083175	-1.9367731980030187	-1.7107557148433576	-2.4104282460262545	-1.8785866690841353	-1.3733272473940066	-2.5319902259071676	-2.199586687361243
OG0007178.0	OG0005315.0	OG0000139.0	OG0000121.128	OG0000010.475	OG0000007.585	OG0007950.0	OG0005097.2	OG0009784.0
-2.049904905826314	-3.291945228671648	-1.5587290095614008	-2.13384372432621	-1.5407782431771522	-1.347215245091244	-1.718094076102808	-2.6197138438769216	-2.9307102872844655
OG0000923.0	OG0001776.0	OG0000245.24	OG0000039.0	OG0005153.1	OG0006944.2	OG0000100.1	OG0006820.0	OG0005827.2
-1.6228207102633614	-2.0121698234627274	-1.367731784500487	-1.3222888137393203	-2.2997378552532965	-2.1883645691462568	-1.4305089080412838	-1.9181150332707726	-1.9997114898418764
OG0006095.0	OG0000045.0	OG0000228.54	OG0000060.0	OG0001645.0	OG0000169.16	OG0006877.0	OG0007195.0
-1.6001179899733253	-1.3462979086065388	-1.3025820060825506	-1.3061450976464348	-1.5004219529898684	-1.6402539530945293	-3.7960596714471806	-2.061902438925907
OG0004819.4	OG0002284.0	OG0000045.0	OG0011312.2	OG0000139.0	OG0000435.0	OG0005447.3	OG0000119.0	OG0005356.0
-1.7661119398257228	-1.690590950759881	-1.3462979086065388	-2.9759640645444905	-1.5587290095614008	-2.039784866105864	-3.390623251236693	-2.414268267034073	-1.8619719552332388
OG0005940.0	OG0000334.9	OG0000269.0	OG0003012.0	OG0000002.1788	OG0004569.0	OG0007467.0	OG0000442.2
-2.448114896528275	-2.089267338097087	-2.168771306825942	-1.6223764623642731	-1.3932735249871873	-2.1821311982720135	-1.9902228783884701	-1.386468347082073
OG0005460.0	OG0007120.0	OG0000239.0	OG0006717.0	OG0000307.20	OG0004733.0	OG0000011.866	OG0003588.2	OG0000007.3
-2.707453812049662	-2.9356689537540164	-1.7107557148433576	-1.8300749985576876	-1.1504009888485485	-2.305431774991167	-1.3733272473940066	-1.7485535684414182	-1.4564051357473986
OG0000039.0	OG0005299.0	OG0000192.0	OG0000307.20	OG0003204.0	OG0002963.0	OG0006875.0	OG0000105.0	OG0004916.18
-1.3222888137393203	-2.0528949484321255	-1.5657587667480637	-1.1504009888485485	-3.0721793798037935	-1.6411536693949014	-2.566185915541973	-1.6148451031156563	-1.8241880062782692
OG0000265.0	OG0005663.12	OG0005269.0	OG0003760.0	OG0000002.1788	OG0012268.0	OG0000121.128	OG0000169.16	OG0006136.0
-2.897543423349266	-2.9061694283648647	-2.68223286148778	-1.347949534477697	-1.3932735249871873	-1.815783191907759	-2.13384372432621	-1.6402539530945293	-2.3093594213843067
OG0000056.0	OG0000239.0	OG0005153.1	OG0000435.0	OG0006644.0	OG0005904.2	OG0004292.0	OG0000007.3	OG0003049.0
-1.357714316940423	-1.7107557148433576	-2.2997378552532965	-2.039784866105864	-1.9475841058488614	-3.4671344968936753	-1.9132162338579333	-1.4564051357473986	-2.0165411884096764
OG0000112.0	OG0004595.0	OG0005841.2	OG0000100.1	OG0000435.0	OG0007045.2	OG0004455.4	OG0000013.2	OG0005142.2
-1.2012443860853812	-1.9373256372366074	-2.3122226226036955	-1.4305089080412838	-2.039784866105864	-1.542458237592193	-2.8900377466011817	-1.2726458463191588	-2.199586687361243
OG0000027.457	OG0005660.0	OG0003385.20	OG0005116.0	OG0000710.0	OG0000349.0	OG0008343.0	OG0000071.0	OG0005192.4
-2.107803289534515	-2.5088139035410735	-1.9788045754855104	-2.4297313844218773	-1.9825056205407274	-2.286304185156641	-2.1791879227712805	-1.5006260549978325	-2.363642193964105
OG0009008.0	OG0000054.0	OG0005250.2	OG0011420.10	OG0000239.0	OG0000710.0	OG0002711.15	OG0004605.20	OG0000116.0
-2.781900825629855	-1.5576668766702486	-4.171888402113209	-2.7641504234924366	-1.7107557148433576	-1.9825056205407274	-2.2508519328764036	-2.6099927379084407	-1.732164607902385
OG0004452.2	OG0006428.0	OG0013530.0	OG0002846.0	OG0000139.0	OG0000010.475	OG0000200.0	OG0006136.0	OG0000015.1
-1.8411459704833824	-2.3040061868901	-1.386845571568701	-2.4747329082979674	-1.5587290095614008	-1.5407782431771522	-1.6481455608676208	-2.3093594213843067	-1.0081017984969645
OG0000142.14	OG0000486.2	OG0008483.2	OG0003695.0	OG0000032.252	OG0006587.0	OG0004809.0	OG0000105.0	OG0005145.0
-1.5525794954095031	-1.8349563505169555	-2.545402943465451	-2.745164117214237	-1.542458237592193	-2.180168347573463	-2.620600837474422	-1.6148451031156563	-3.801078444479287
OG0003229.0	OG0008076.2	OG0000047.282	OG0000010.475	OG0000090.24	OG0006143.2	OG0016063.0	OG0000007.3	OG0003198.2
-3.4863273498680676	-3.9990769705117715	-2.4104282460262545	-1.5407782431771522	-1.3778192957794075	-2.9765317194960947	-1.943971461077249	-1.4564051357473986	-2.0555912954672277
OG0004524.0	OG0006110.22	OG0005660.0	OG0000056.0	OG0005438.0	OG0000486.2	OG0000349.0	OG0000105.0	OG0004977.0
-2.278583590010193	-2.773984783597012	-2.5088139035410735	-1.357714316940423	-2.4916727707196795	-1.8349563505169555	-2.286304185156641	-1.6148451031156563	-1.8316146945852478
OG0000018.842	OG0005841.2	OG0000045.0	OG0005879.0	OG0010733.0	OG0000121.128	OG0000116.0	OG0013985.2	OG0003819.2
-1.4707287562940685	-2.3122226226036955	-1.3462979086065388	-2.864596469402349	-1.5784131268372943	-2.13384372432621	-1.732164607902385	-2.7529231680691826	-2.8614476248473513
OG0002590.0	OG0005679.1	OG0000176.0	OG0006286.4	OG0000334.9	OG0000045.0	OG0005872.0	OG0000121.128	OG0004977.0
-2.3978282092466205	-1.8577826381961766	-1.873555700275309	-2.729291666280785	-2.089267338097087	-1.3462979086065388	-3.8140066299300344	-2.13384372432621	-1.8316146945852478
OG0007048.0	OG0005169.0	OG0000228.54	OG0003748.2	OG0000139.0	OG0000071.0	OG0004809.0	OG0000026.45	OG0002991.24
-3.1384733407124203	-2.5950968778548695	-1.3025820060825506	-1.2833163281229152	-1.5587290095614008	-1.5006260549978325	-2.620600837474422	-1.1872142911325638	-1.8836352433082157
OG0005613.0	OG0002420.1	OG0000109.0	OG0006680.0	OG0004328.0	OG0000090.24	OG0004111.0	OG0000043.242	OG0000001.1420
-2.3147325934831584	-2.9601597354682094	-1.6975932054422744	-2.4767391595472854	-2.3008037548517564	-1.3778192957794075	-2.006361864568414	-1.1639142882975944	-1.3147325934831586
OG0000018.816	OG0000239.0	OG0000007.976	OG0006859.2	OG0004810.0	OG0000121.128	OG0011331.0	OG0005066.2	OG0000075.0
-1.9148473194368616	-1.7107557148433576	-1.3154505308161575	-2.701341684435485	-2.6601784950766576	-2.13384372432621	-2.888434455040483	-2.1999180747615488	-1.5942254220501242
OG0000012.918	OG0000310.18	OG0000710.0	OG0003991.2	OG0006495.0	OG0005828.2	OG0006444.0	OG0004292.0	OG0000127.0
-1.4031602455622152	-1.6157291074575852	-1.9825056205407274	-3.0180012584066676	-1.462753639020927	-2.392894616241506	-1.8791172667513478	-1.9132162338579333	-1.4623560380701153
OG0000923.0	OG0005640.2	OG0011152.0	OG0002573.0	OG0000032.252	OG0000100.1	OG0006383.0	OG0000090.24	OG0009123.2
-1.6228207102633614	-3.2709040918628958	-1.810460055611497	-1.7374465726807091	-1.542458237592193	-1.4305089080412838	-2.559366664838473	-1.3778192957794075	-2.0472191556726504
OG0007462.4	OG0005663.12	OG0000002.1788	OG0003701.0	OG0000121.128	OG0000090.24	OG0000102.0	OG0004579.2
-1.980226930959973	-2.9061694283648647	-1.3932735249871873	-1.9241251330248723	-2.13384372432621	-1.3778192957794075	-1.5153978056277968	-2.134793803412827
OG0007244.6	OG0004606.1	OG0004724.0	OG0000139.0	OG0003991.2	OG0001557.1	OG0000026.45	OG0000043.242	OG0015312.0
-3.801480701568437	-2.149440579377228	-2.180495303958067	-1.5587290095614008	-3.0180012584066676	-1.6615470596449509	-1.1872142911325638	-1.1639142882975944	-2.291945228671648
OG0000054.0	OG0004719.0	OG0000429.0	OG0012887.2	OG0001557.1	OG0000119.0	OG0003370.4	OG0005107.4	OG0003198.2
-1.5576668766702486	-1.133052469416402	-1.886299500835272	-1.9132162338579333	-1.6615470596449509	-2.414268267034073	-1.4831779765542241	-1.7169079418249529	-2.0555912954672277
OG0005613.0	OG0005282.0	OG0000177.8	OG0014561.2	OG0000039.0	OG0006790.0	OG0000100.1	OG0000200.0	OG0011434.0
-2.3147325934831584	-3.22431729826094	-2.107803289534515	-2.733123527871812	-1.3222888137393203	-2.077041035763828	-1.4305089080412838	-1.6481455608676208	-2.4675334171342618
OG0000054.0	OG0009066.4	OG0000334.9	OG0000486.2	OG0005099.0	OG0007925.0	OG0000071.0	OG0004451.2	OG0003278.0
-1.5576668766702486	-1.9395375120138931	-2.089267338097087	-1.8349563505169555	-2.8287931725818574	-2.9219367442231814	-1.5006260549978325	-2.2440015162022933	-1.742506552123844
OG0005305.2	OG0006103.0	OG0005508.0	OG0000710.0	OG0000192.0	OG0004933.6	OG0000119.0	OG0005175.0	OG0000001.1420
-1.5929192245494994	-2.798868033092113	-2.823677227359537	-1.9825056205407274	-1.5657587667480637	-2.5332423842738288	-2.414268267034073	-1.6286084160757879	-1.3147325934831586
OG0000176.0	OG0000334.9	OG0000045.0	OG0004811.0	OG0000121.128	OG0006085.0	OG0006414.0	OG0007042.0	OG0004975.0
-1.873555700275309	-2.089267338097087	-1.3462979086065388	-2.0886535558964283	-2.13384372432621	-1.458386043707783	-2.1975999598851605	-1.8772610280454547	-2.7312063248775216
OG0004971.4	OG0004981.2	OG0000027.457	OG0011940.0	OG0004966.0	OG0000000.3460	OG0011350.0	OG0000429.0	OG0000307.20
-2.140825544133565	-2.1584293626044833	-2.107803289534515	-2.2997378552532965	-1.9768156307517366	-2.1694201465224596	-3.0606981859003164	-1.886299500835272	-1.1504009888485485
OG0004971.4	OG0003316.28	OG0003068.0	OG0000196.0	OG0002846.0	OG0000001.425	OG0000200.0	OG0000001.1420	OG0006624.0
-2.140825544133565	-1.6132993977123866	-2.4719288354212647	-1.1752728727678972	-2.4747329082979674	-1.2827897009804041	-1.6481455608676208	-1.3147325934831586	-3.1347938034128267
OG0006706.0	OG0001618.1	OG0000009.921	OG0002744.1	OG0000200.0	OG0000350.8	OG0004579.2	OG0007182.0	OG0000075.0
-1.3266244895521186	-1.3176064889372687	-1.4908615842822894	-3.4670547260805233	-1.6481455608676208	-1.4568010998066674	-2.134793803412827	-2.5203555254237644	-1.5942254220501242
OG0002858.1	OG0000334.9	OG0011605.0	OG0000000.3460	OG0010699.0	OG0005870.0	OG0000121.128	OG0002991.24	OG0000013.2
-2.49817873457909	-2.089267338097087	-2.964657619207803	-2.1694201465224596	-3.220546952532338	-2.6610907271910786	-2.13384372432621	-1.8836352433082157	-1.2726458463191588
OG0007615.6	OG0000177.8	OG0004811.0	OG0000047.282	OG0001608.24	OG0013644.0	OG0000026.45	OG0000102.0	OG0007495.0
-2.5403585500713883	-2.107803289534515	-2.0886535558964283	-2.4104282460262545	-1.332425734024981	-2.443791328260415	-1.1872142911325638	-1.5153978056277968	-2.8395960741399864
OG0000027.457	OG0006142.4	OG0000196.0	OG0005463.3	OG0010728.0	OG0000015.773	OG0004809.0	OG0001557.1
-2.107803289534515	-1.6964238003033594	-1.1752728727678972	-2.3584539709124765	-1.837532132384696	-0.9905094970525475	-2.620600837474422	-1.6615470596449509
OG0000127.0	OG0004811.0	OG0000056.0	OG0000245.24	OG0006699.0	OG0002448.22	OG0004571.0	OG0005684.2	OG0000442.2
-1.4623560380701153	-2.0886535558964283	-1.357714316940423	-1.367731784500487	-3.3401484912971684	-2.3518106972818624	-1.9899363166553026	-1.5877062286665833	-1.386468347082073
OG0000012.918	OG0000265.0	OG0000142.14	OG0006619.0	OG0000307.20	OG0006875.0	OG0005682.0	OG0005214.0	OG0004964.6
-1.4031602455622152	-2.897543423349266	-1.5525794954095031	-2.309717010936488	-1.1504009888485485	-2.566185915541973	-2.1456053222468996	-2.061300186760664	-2.4900508536956893
OG0004677.10	OG0000027.457	OG0010779.2	OG0005071.2	OG0000349.0	OG0000100.1	OG0000435.0	OG0017859.0	OG0006136.0
-3.4151913949577875	-2.107803289534515	-3.5923100701967976	-2.439872023918736	-2.286304185156641	-1.4305089080412838	-2.039784866105864	-2.1909972250609138	-2.3093594213843067
OG0000112.0	OG0005282.0	OG0000099.0	OG0005032.2	OG0000710.0	OG0002709.2	OG0009811.0	OG0000011.866	OG0005399.4
-1.2012443860853812	-3.22431729826094	-1.190667880226499	-2.239225505557113	-1.9825056205407274	-2.7495234474970305	-2.9137597241792563	-1.3733272473940066	-1.5728229453179
OG0001911.24	OG0006103.0	OG0000000.3460	OG0012188.0	OG0000349.0	OG0012071.2	OG0000074.152	OG0000006.561	OG0004964.6
-2.1616532634787693	-2.798868033092113	-2.1694201465224596	-3.0115879742752116	-2.286304185156641	-2.055291452373373	-1.6375581658743559	-1.4663369871769107	-2.4900508536956893
OG0004971.4	OG0000132.40	OG0005207.0	OG0003012.0	OG0000047.282	OG0000011.1	OG0000169.16	OG0004239.0
-2.140825544133565	-1.6201572725083175	-1.5760454059851032	-1.6223764623642731	-2.4104282460262545	-1.347949534477697	-1.6402539530945293	-3.1253210507925444
OG0007208.0	OG0000054.0	OG0000132.40	OG0006511.0	OG0000239.0	OG0005299.0	OG0006881.2	OG0000435.0	OG0003818.6
-4.503077533991928	-1.5576668766702486	-1.6201572725083175	-2.9595984847157935	-1.7107557148433576	-2.0528949484321255	-2.9556758311877984	-2.039784866105864	-1.917569900054051
OG0000196.0	OG0005071.2	OG0000047.282	OG0006118.4	OG0007054.1	OG0006597.0	OG0000026.45	OG0000102.0	OG0006444.0
-1.1752728727678972	-2.439872023918736	-2.4104282460262545	-2.334243417320602	-1.9094175236375577	-1.643630786283775	-1.1872142911325638	-1.5153978056277968	-1.8791172667513478
OG0002420.1	OG0004243.8	OG0006691.0	OG0000132.40	OG0004723.0	OG0004985.3	OG0000169.16	OG0001557.1	OG0000011.866
-2.9601597354682094	-3.7193761974157025	-2.387600316571993	-1.6201572725083175	-2.4847921809641793	-2.084976336299282	-1.6402539530945293	-1.6615470596449509	-1.3733272473940066
OG0000112.0	OG0014561.2	OG0000039.0	OG0008459.10	OG0003169.0	OG0004605.20	OG0005399.4	OG0000007.3	OG0000442.2
-1.2012443860853812	-2.733123527871812	-1.3222888137393203	-3.939869585911294	-2.128787175742486	-2.6099927379084407	-1.5728229453179	-1.4564051357473986	-1.386468347082073
OG0009035.2	OG0000007.976	OG0014006.0	OG0004605.20	OG0003701.0	OG0000121.128	OG0000574.1	OG0000090.24	OG0000127.0
-2.4181185363086657	-1.3154505308161575	-2.274389706124002	-2.6099927379084407	-1.9241251330248723	-2.13384372432621	-2.40621599473934	-1.3778192957794075	-1.4623560380701153
OG0004739.0	OG0005463.3	OG0000192.0	OG0000010.475	OG0000015.773	OG0000074.152	OG0003731.0	OG0008457.0
-2.0606981859003164	-2.3584539709124765	-1.5657587667480637	-1.5407782431771522	-0.9905094970525475	-1.6375581658743559	-2.3481331652347563	-3.1558554189406562
OG0015300.0	OG0006461.4	OG0000009.921	OG0000334.9	OG0007553.0	OG0005879.0	OG0002573.0	OG0000001.425	OG0000435.0
-1.571964836718095	-3.095419565078682	-1.4908615842822894	-2.089267338097087	-1.7607241741174424	-2.864596469402349	-1.7374465726807091	-1.2827897009804041	-2.039784866105864
OG0003980.9	OG0000054.0	OG0000923.0	OG0006142.4	OG0000334.9	OG0000269.0	OG0011456.0	OG0004571.0	OG0009275.0
-2.068241312155092	-1.5576668766702486	-1.6228207102633614	-1.6964238003033594	-2.089267338097087	-2.168771306825942	-1.6170561304310094	-1.9899363166553026	-1.287184145562628
OG0000054.0	OG0005882.2	OG0000228.54	OG0000429.0	OG0005870.0	OG0007649.2	OG0003370.4	OG0007715.0	OG0000127.0
-1.5576668766702486	-2.9612828924271466	-1.3025820060825506	-1.886299500835272	-2.6610907271910786	-1.7866216092749376	-1.4831779765542241	-3.3023685001688015	-1.4623560380701153
OG0004811.0	OG0000196.0	OG0004723.0	OG0000039.0	OG0008486.0	OG0004399.0	OG0000074.152	OG0000007.585	OG0003593.0
-2.0886535558964283	-1.1752728727678972	-2.4847921809641793	-1.3222888137393203	-2.3518106972818624	-1.7269019108215087	-1.6375581658743559	-1.347215245091244	-2.1228054528737617
OG0005882.2	OG0000486.2	OG0000039.0	OG0006497.0	OG0004473.2	OG0000090.24	OG0000105.0	OG0005917.0	OG0004292.0
-2.9612828924271466	-1.8349563505169555	-1.3222888137393203	-1.9595984847157935	-2.3090019204430923	-1.3778192957794075	-1.6148451031156563	-2.629054587423364	-1.9132162338579333
OG0001911.24	OG0000196.0	OG0000000.3460	OG0005872.0	OG0004111.0	OG0005368.10	OG0004579.2	OG0000013.2	OG0000442.2
-2.1616532634787693	-1.1752728727678972	-2.1694201465224596	-3.8140066299300344	-2.006361864568414	-2.66703433741404	-2.134793803412827	-1.2726458463191588	-1.386468347082073
OG0000054.0	OG0005169.0	OG0004061.2	OG0000245.24	OG0005901.4	OG0000060.0	OG0001557.1	OG0008926.4	OG0002905.2
-1.5576668766702486	-2.5950968778548695	-1.8344417455388262	-1.367731784500487	-1.755356454260602	-1.3061450976464348	-1.6615470596449509	-3.297608415691949	-1.855170479161191
OG0000109.0	OG0000177.8	OG0001911.24	OG0005936.0	OG0000060.0	OG0000011.1	OG0006292.0	OG0005822.2	OG0007495.0
-1.6975932054422744	-2.107803289534515	-2.1616532634787693	-1.5950968778548693	-1.3061450976464348	-1.347949534477697	-1.4785471741775686	-1.8411459704833824	-2.8395960741399864
OG0004245.1	OG0005116.0	OG0000429.0	OG0000011.1	OG0000121.128	OG0000035.64	OG0005904.2	OG0009114.2
-2.67116353577046	-2.4297313844218773	-1.886299500835272	-1.347949534477697	-2.13384372432621	-1.6321816563938067	-3.4671344968936753	-3.846013122709184
OG0000109.0	OG0005431.0	OG0005775.26	OG0000269.0	OG0004976.2	OG0000245.24	OG0000002.1788	OG0002765.0	OG0006087.9
-1.6975932054422744	-3.522509172896282	-2.1720184273524383	-2.168771306825942	-3.1610079067062595	-1.367731784500487	-1.3932735249871873	-1.5236701622428623	-2.1610079067062595
