OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-2.0344557997682955	-1.6241542753321765	-2.107803289534515	-3.1532860593285235	-1.613520111403766	-1.7918573526622783	-2.107803289534515	-2.005782352594006	-3.5225920697297517	-2.947305888696155	-3.0576919438438153	-2.2926519125167304	-3.330537769639225	-2.607352856035737	-2.356236145662658	-1.9329120351988534	-2.5803532474685666	-3.2419527181667664	-2.321206927643708	-1.8817731862070524	-1.7403358160513485	-3.0150825945730797	-2.0445383960764985	-2.7553564542606015	-2.3140150132440978	-1.6663472852345864
OG0001055.24	OG0005935.0	OG0008998.4	OG0003675.0	OG0009009.1	OG0006559.0	OG0000364.1	OG0000018.289	OG0016119.4	OG0009061.6	OG0001235.24	OG0000142.14	OG0004939.0	OG0000938.24	OG0005936.0	OG0003619.2	OG0000228.54	OG0000269.0	OG0000771.24	OG0002825.0	OG0000192.0	OG0001073.24	OG0004771.0	OG0005145.0	OG0000188.1	OG0001653.23	OG0000054.0
-3.306145097646435	-1.748311200521337	-2.972562817293149	-2.079478021209661	-3.0168330842206648	-1.4737308279347723	-1.795358434389579	-1.58337640836713	-2.5487756978733103	-2.6099927379084407	-1.9736956756480915	-1.5525794954095031	-1.8820390472675834	-2.0634091701760617	-1.5950968778548693	-2.486812479629145	-1.3025820060825506	-2.168771306825942	-2.1165355818976774	-1.3542061299200063	-1.5657587667480637	-2.6268251092468837	-0.9948156241402767	-3.801078444479287	-1.855170479161191	-2.0133342263030864	-1.5576668766702486
OG0001732.10	OG0001295.24	OG0004979.3	OG0006443.2	OG0003865.0	OG0000032.252	OG0006392.0	OG0003053.2	OG0006609.0	OG0000467.0	OG0000139.0	OG0000018.842	OG0000011.1	OG0001626.24	OG0000075.0	OG0005512.0	OG0007337.4	OG0000261.0	OG0001399.24	OG0010707.0	OG0000442.2	OG0006745.0	OG0004831.2	OG0006859.2	OG0000204.2	OG0001131.24
-2.9612828924271466	-2.368104140946196	-3.075824085003446	-2.44890239384089	-2.5803532474685666	-1.542458237592193	-1.8617097662200885	-2.5994620704162714	-2.4445764684381	-1.7774427086512716	-1.5587290095614008	-1.4707287562940685	-1.347949534477697	-1.8577826381961766	-1.5942254220501242	-1.704394511411939	-1.7326439882161124	-1.837532132384696	-2.134793803412827	-2.52865644038928	-1.386468347082073	-1.5513104482311593	-3.4063689522289753	-2.701341684435485	-2.006941609418847	-2.707453812049662
OG0005691.3	OG0001932.0	OG0006844.0	OG0003553.40	OG0000214.0	OG0000014.1	OG0000349.0	OG0000043.242	OG0000200.0	OG0004857.5	OG0000264.1	OG0009948.2	OG0014589.0	OG0000018.842	OG0006249.0	OG0002852.4	OG0002982.0	OG0000002.1788	OG0006837.2	OG0001995.0	OG0000013.2	OG0003889.0	OG0006816.6	OG0002048.0	OG0002062.0	OG0001011.1
-1.920570684997085	-1.643630786283775	-2.2542893780119995	-2.3842070691255692	-1.4204336398397874	-1.848660698957719	-2.286304185156641	-1.1639142882975944	-1.6481455608676208	-3.012751907408848	-2.5708929182195006	-1.9867878885731491	-3.205563338195578	-1.4707287562940685	-1.7252314342001343	-2.188693388530219	-1.7617022724877125	-1.3932735249871873	-2.0800879113226918	-2.1171613442327493	-1.2726458463191588	-2.2371834740188943	-2.037413961643117	-2.03268380973072	-2.250165425587271	-1.8515213840680327
OG0000245.24	OG0005431.0	OG0001609.10	OG0004763.0	OG0001855.4	OG0000426.5	OG0006113.2	OG0003924.0	OG0002991.24	OG0000026.45	OG0001624.8	OG0000175.4	OG0002067.0	OG0010631.0	OG0005484.6	OG0006606.0	OG0000039.0	OG0000663.26	OG0000483.0	OG0000035.64	OG0000556.30	OG0003905.3	OG0000431.12	OG0001813.8	OG0000074.152	OG0004961.2	OG0001668.0
-1.367731784500487	-3.522509172896282	-2.014499569695115	-2.7350432820351775	-1.7801654761146297	-1.9132162338579333	-3.4372129657913293	-2.253601233452857	-1.8836352433082157	-1.1872142911325638	-2.9061694283648647	-2.589007712779105	-2.042456799242895	-2.7656213106623855	-2.389866923543938	-2.4803574574918454	-1.3222888137393203	-2.289827251720338	-2.055891200892045	-1.6321816563938067	-2.1028370366411657	-2.565331744385648	-1.708867987991247	-1.4953287646142606	-1.6375581658743559	-2.9948156241402772	-1.9528804514314493
OG0001439.24	OG0004459.0	OG0000011.866	OG0002324.4	OG0004029.0	OG0000738.19	OG0000214.0	OG0002711.15	OG0000121.128	OG0006918.0	OG0009918.2	OG0007230.0	OG0000242.29	OG0001982.0	OG0002070.0	OG0000423.2	OG0002065.0	OG0004738.6	OG0006962.4	OG0010571.0	OG0002700.0	OG0000169.16	OG0000015.773	OG0005871.0	OG0000837.0	OG0000012.918	OG0002554.10
-2.4219791086976907	-3.040971781056306	-1.3733272473940066	-2.355497627581064	-1.991082905263947	-2.229382353343797	-1.4204336398397874	-2.2508519328764036	-2.13384372432621	-3.145605322246899	-2.7978644191101516	-2.353284338922646	-1.9378782880922025	-2.5294891648227247	-2.321206927643708	-1.5990249563269134	-2.5563933485243853	-1.7715199016700827	-2.091725081520941	-1.8476218545989607	-1.6104331882372744	-1.6402539530945293	-0.9905094970525475	-3.436666120500568	-1.6513143306656128	-1.4031602455622152	-3.3428539337419103
OG0003614.8	OG0004038.24	OG0002324.4	OG0010531.2	OG0005447.3	OG0007407.0	OG0000056.0	OG0000139.0	OG0006232.0	OG0007546.0	OG0000423.2	OG0009940.0	OG0003610.0	OG0000000.3	OG0002971.0	OG0000126.1	OG0000176.0	OG0000090.24	OG0001869.2	OG0000769.0	OG0002195.39	OG0000435.0	OG0007594.0	OG0002822.4	OG0002138.0	OG0000006.561	OG0001037.26
-2.6082322800440036	-2.7700429914156377	-2.355497627581064	-2.5487756978733103	-3.390623251236693	-3.1532860593285235	-1.357714316940423	-1.5587290095614008	-1.431870583499509	-2.1294182759454148	-1.5990249563269134	-1.9534390942422588	-1.9107730579296047	-2.0391917746110204	-2.211564851526944	-2.02297657841931	-1.873555700275309	-1.3778192957794075	-1.6335239064899043	-1.9629692690550329	-1.83341308592955	-2.039784866105864	-1.736965594166206	-1.5199417307727447	-4.406292471457049	-1.4663369871769107	-2.0493076402243706
OG0004966.0	OG0005935.0	OG0018454.2	OG0000100.1	OG0008174.2	OG0005355.1	OG0000349.0	OG0000746.0	OG0001287.24	OG0001557.1	OG0007962.0	OG0000056.0	OG0005640.2	OG0002852.4	OG0003698.0	OG0003754.0	OG0000310.18	OG0011409.0	OG0000001.2899	OG0000645.36	OG0001958.0	OG0001215.24	OG0000803.36	OG0004961.2	OG0000006.561	OG0000225.48
-1.9768156307517366	-1.748311200521337	-2.965784284662087	-1.4305089080412838	-2.666576266274808	-2.8959317735362835	-2.286304185156641	-2.053493701310979	-2.2813863010245155	-1.6615470596449509	-2.5859727408750985	-1.357714316940423	-3.2709040918628958	-2.188693388530219	-3.358749938713471	-2.1574635954987613	-1.6157291074575852	-2.7302486779516255	-1.6248215204103875	-2.055291452373373	-1.7223722523409946	-1.9105018491608974	-2.4500844463780447	-2.9948156241402772	-1.4663369871769107	-1.5307391533840016
OG0000245.24	OG0003370.4	OG0002170.0	OG0000100.1	OG0000386.0	OG0000001.1420	OG0005167.4	OG0001273.24	OG0000012.581	OG0000160.4	OG0001669.0	OG0010727.0	OG0005828.2	OG0016063.0	OG0000011.1	OG0000239.0	OG0005454.0	OG0013991.0	OG0003960.4	OG0008474.4	OG0002751.22	OG0000261.0	OG0000442.2	OG0001215.24	OG0001923.1	OG0003169.0
-1.367731784500487	-1.4831779765542241	-2.217591435072627	-1.4305089080412838	-1.779422393409101	-1.3147325934831586	-2.911586990273275	-2.6789955255288764	-1.1106043378457562	-1.5153978056277968	-1.4208198518728499	-2.0957278661891388	-2.392894616241506	-1.943971461077249	-1.347949534477697	-1.7107557148433576	-2.459972730742493	-1.8577826381961766	-1.7027498788282933	-2.114972362500083	-2.300448367476911	-1.837532132384696	-1.386468347082073	-1.9105018491608974	-1.6506347224057867	-2.128787175742486
OG0000245.24	OG0016125.1	OG0002622.0	OG0001609.10	OG0000200.0	OG0007728.0	OG0010772.2	OG0010671.0	OG0003535.14	OG0005953.0	OG0002020.0	OG0000343.0	OG0005416.0	OG0004854.4	OG0000425.53	OG0005880.2	OG0001089.2	OG0007485.0	OG0000431.12	OG0000646.28	OG0000015.773	OG0000147.0	OG0006403.0	OG0000847.24	OG0004134.8	OG0000012.918	OG0000054.0
-1.367731784500487	-2.162944843726976	-1.7027498788282933	-2.014499569695115	-1.6481455608676208	-2.7626810344254493	-2.5623461216538077	-2.416577195306404	-1.5859727408750985	-1.4077462998850927	-1.9448043457578754	-1.9584766378156495	-2.1265804965651434	-2.3230105221290027	-2.852042118612899	-2.703219582573575	-1.8195974931713508	-1.4538340149720796	-1.708867987991247	-4.136949635194031	-0.9905094970525475	-2.9669118306678124	-2.745647837266007	-3.168771306825942	-2.0034666297197794	-1.4031602455622152	-1.5576668766702486
OG0001772.0	OG0000125.49	OG0000010.475	OG0000349.0	OG0000513.32	OG0005872.0	OG0004645.0	OG0010533.4	OG0000006.1	OG0011401.0	OG0004958.0	OG0000000.3890	OG0004009.4	OG0004494.1	OG0000000.3460	OG0000011.1	OG0000632.24	OG0003219.0	OG0002852.4	OG0001280.24	OG0004611.1	OG0012056.0	OG0002067.0	OG0005257.0	OG0004460.9	OG0000486.2	OG0000112.0
-2.317606488937269	-2.512925319948276	-1.5407782431771522	-2.286304185156641	-1.3955490696874837	-3.8140066299300344	-2.1405074546072207	-2.224991612384405	-1.8084373492992443	-1.1112275322575584	-2.2604974943896146	-2.728335289022766	-2.1430541367175673	-2.3244550229164016	-2.1694201465224596	-1.347949534477697	-1.8385637341740129	-1.4291485165770805	-2.188693388530219	-2.7055703978906718	-2.2297206567902736	-1.97908893441831	-2.042456799242895	-2.310432456049533	-2.462753639020927	-1.8349563505169555	-1.2012443860853812
OG0000283.1	OG0014685.4	OG0000109.0	OG0000014.1	OG0011166.2	OG0001401.24	OG0004776.24	OG0000265.0	OG0004670.1	OG0000009.921	OG0000002.763	OG0001221.1	OG0000579.24	OG0003514.0	OG0001445.24	OG0004372.18	OG0008571.0	OG0000002.1788	OG0004215.0	OG0010773.2	OG0002769.24	OG0000310.18	OG0001674.0	OG0000483.0	OG0007807.0	OG0001467.10	OG0002964.14
-2.0606981859003164	-3.324816374212189	-1.6975932054422744	-1.848660698957719	-3.22431729826094	-2.0505024187944283	-1.4681320043944452	-2.897543423349266	-2.712645914970793	-1.4908615842822894	-1.8236772273595372	-1.9342898359347342	-2.25635578329374	-1.897543423349266	-1.9086048139883	-3.701435521310921	-3.456642701141501	-1.3932735249871873	-2.240247606231029	-2.8836352433082157	-1.6443071024337756	-1.6157291074575852	-2.1081142486996134	-2.055891200892045	-2.1212354287326454	-1.8406291533397972	-1.8076795649655009
OG0001353.24	OG0000334.9	OG0007163.2	OG0003051.0	OG0004106.0	OG0000109.0	OG0009033.6	OG0000405.0	OG0002486.16	OG0004998.0	OG0000536.32	OG0006284.0	OG0012136.0	OG0000046.1	OG0000420.0	OG0005971.0	OG0001208.24	OG0005466.0	OG0000026.45	OG0000818.1	OG0014656.2	OG0000269.0	OG0000039.0	OG0000714.29	OG0000837.0	OG0004444.0	OG0007182.0
-2.6624601578025766	-2.089267338097087	-3.4099681296004474	-2.3378856687903387	-1.9691695698467255	-1.6975932054422744	-2.068241312155092	-1.6588112275212596	-2.224991612384405	-3.9343449753427513	-1.352731546895617	-1.6526745083661978	-3.0649174766813383	-1.8293057663129169	-1.712645914970793	-2.075824085003446	-2.2460532279122347	-2.698061233034664	-1.1872142911325638	-3.054092702789747	-2.9816506901211084	-2.168771306825942	-1.3222888137393203	-1.528240258346616	-1.6513143306656128	-1.8932496849391323	-2.5203555254237644
OG0000837.0	OG0005841.2	OG0007925.0	OG0001609.10	OG0004540.24	OG0006856.0	OG0017885.0	OG0003301.0	OG0001557.1	OG0000015.1	OG0001027.24	OG0002186.0	OG0004651.18	OG0000139.0	OG0000272.36	OG0001415.1	OG0000013.2	OG0000754.0	OG0012223.0	OG0000584.0	OG0000230.58	OG0000007.976	OG0004499.0	OG0004964.6	OG0004937.4	OG0001653.23	OG0005124.4
-1.6513143306656128	-2.3122226226036955	-2.9219367442231814	-2.014499569695115	-2.3819493299466563	-2.6339716008428806	-3.7700429914156373	-1.7098115426624796	-1.6615470596449509	-1.0081017984969645	-2.319045586354241	-1.9230305236848892	-3.112162828913259	-1.5587290095614008	-1.810207062179741	-1.8666995237702235	-1.2726458463191588	-1.5799218840206262	-4.070239295408699	-1.8463243502027624	-1.4121549907457225	-1.3154505308161575	-3.1028370366411653	-2.4900508536956893	-1.872498780784163	-2.0133342263030864	-3.3281450596373556
OG0001701.8	OG0000032.252	OG0000010.475	OG0000861.24	OG0012924.0	OG0000014.1	OG0005438.0	OG0002555.0	OG0000265.0	OG0008067.0	OG0003224.12	OG0010593.0	OG0000575.28	OG0002485.15	OG0000403.25	OG0001431.24	OG0007401.0	OG0000047.282	OG0003487.2	OG0001420.22	OG0003714.0	OG0000310.18	OG0007486.2	OG0011471.4	OG0000916.24	OG0002678.0	OG0001954.0
-2.144329165559629	-1.542458237592193	-1.5407782431771522	-2.038006322579745	-2.897543423349266	-1.848660698957719	-2.4916727707196795	-1.9691695698467255	-2.897543423349266	-2.1134108350818184	-3.4671344968936753	-1.4945155204885048	-1.9850734557618972	-2.25635578329374	-1.707689411795574	-2.1648843847417822	-2.360304766600418	-2.4104282460262545	-3.0625049426059476	-1.825465745305098	-2.2958362805460344	-1.6157291074575852	-2.6762264363085277	-3.15200309344505	-1.9034682573063713	-1.4293427796947094	-1.615287037577954
OG0000032.252	OG0000125.49	OG0004813.0	OG0000349.0	OG0008545.2	OG0006271.0	OG0000429.0	OG0006538.0	OG0000766.0	OG0000985.26	OG0000015.1	OG0001536.0	OG0002156.0	OG0000403.25	OG0003219.0	OG0000066.328	OG0003148.2	OG0000152.31	OG0003714.0	OG0003833.22	OG0000307.20	OG0011368.6	OG0006136.0	OG0005230.0	OG0000045.0	OG0005650.10
-1.542458237592193	-2.512925319948276	-2.0531942938094603	-2.286304185156641	-2.221959677732477	-1.498994046858991	-1.886299500835272	-1.3993496383788053	-2.0540927027897475	-1.917842440914574	-1.0081017984969645	-2.0788683888148345	-2.2660383366910795	-1.707689411795574	-1.4291485165770805	-1.7233246834968199	-2.24947924481767	-2.3090019204430923	-2.2958362805460344	-2.343732465205711	-1.1504009888485485	-3.5937028011275864	-2.3093594213843067	-2.15072126746922	-1.3462979086065388	-2.810966175609983
OG0002954.0	OG0001519.24	OG0004517.6	OG0000200.0	OG0000062.12	OG0008497.0	OG0001669.0	OG0005941.0	OG0001357.24	OG0000042.185	OG0003285.0	OG0000392.72	OG0000018.842	OG0000239.0	OG0004736.6	OG0000075.0	OG0003232.9	OG0003338.0	OG0010781.2	OG0005359.4	OG0012919.2	OG0000584.0	OG0005689.4	OG0000954.24	OG0000006.561	OG0000012.918
-2.437525541903675	-1.9579160413287477	-1.7150121530621574	-1.6481455608676208	-2.5538496598709073	-2.2789336312689503	-1.4208198518728499	-2.615287037577954	-2.051399152506644	-2.5445609854369495	-2.2961905334737542	-2.5916142085935863	-1.4707287562940685	-1.7107557148433576	-2.207894294337095	-1.5942254220501242	-2.9329120351988536	-1.9728459484962733	-3.3490149183685842	-1.7612131404128835	-3.5789733381898703	-1.8463243502027624	-3.1923153567568927	-1.9686048037244657	-1.4663369871769107	-1.4031602455622152
OG0003726.9	OG0006205.0	OG0001538.6	OG0000014.1	OG0004127.0	OG0001244.24	OG0000519.26	OG0000001.1420	OG0000350.8	OG0009850.0	OG0007452.2	OG0001142.24	OG0000034.305	OG0000239.0	OG0000923.0	OG0006383.0	OG0000104.33	OG0007221.2	OG0001659.0	OG0005763.2	OG0000042.23	OG0000035.64	OG0003830.0	OG0004817.2	OG0000006.561	OG0003028.0
-3.505697044545254	-3.3504121305876327	-2.0362299689292374	-1.848660698957719	-3.6823254636278606	-2.524915117051217	-2.5030775339919287	-1.3147325934831586	-1.4568010998066674	-3.081919130152292	-3.5919620974404345	-2.4949220852483855	-1.8622341919041214	-1.7107557148433576	-1.6228207102633614	-2.559366664838473	-1.940091010981315	-2.692454898100414	-1.415229871442725	-1.4422223286050742	-2.6538089702009304	-1.6321816563938067	-1.71928118638199	-1.5403585500713883	-1.4663369871769107	-3.22431729826094
OG0000125.49	OG0003370.4	OG0004606.1	OG0001391.24	OG0005262.4	OG0000121.14	OG0000018.289	OG0000007.3	OG0001730.2	OG0007263.0	OG0000350.8	OG0000559.30	OG0014620.0	OG0004861.3	OG0007651.0	OG0000710.0	OG0000392.72	OG0000018.842	OG0007358.4	OG0004994.3	OG0003770.8	OG0005468.0	OG0001089.2	OG0000584.0	OG0000006.561	OG0000010.2	OG0001209.1
-2.512925319948276	-1.4831779765542241	-2.149440579377228	-3.123433941248279	-1.994240730711315	-2.4188898247744506	-1.58337640836713	-1.4564051357473986	-2.3291596641184382	-2.006361864568414	-1.4568010998066674	-2.189022282875856	-1.4414384681995431	-1.791357890984834	-1.2327689629761245	-1.9825056205407274	-2.5916142085935863	-1.4707287562940685	-2.4675334171342618	-3.9187694651444978	-2.94674961529775	-2.435963338133392	-1.8195974931713508	-1.8463243502027624	-1.4663369871769107	-1.7261857554129636	-2.140825544133565
OG0002285.24	OG0000010.475	OG0001264.24	OG0000121.128	OG0001335.24	OG0011421.0	OG0004558.0	OG0000015.1	OG0011287.3	OG0000784.0	OG0000034.305	OG0012273.1	OG0003678.2	OG0004323.9	OG0005314.0	OG0008176.2	OG0000343.0	OG0000090.24	OG0005109.6	OG0006150.0	OG0002612.0	OG0001272.24	OG0007989.0	OG0000018.1	OG0001162.22	OG0000006.561
-2.547088335060036	-1.5407782431771522	-2.97029976578458	-2.13384372432621	-2.701810929858678	-2.0174170530774096	-2.2358237236440717	-1.0081017984969645	-4.1063116178101495	-1.8054085972262663	-1.8622341919041214	-1.8403708141787722	-1.9584766378156495	-1.8852332073344857	-2.6214883767462704	-2.25635578329374	-1.9584766378156495	-1.3778192957794075	-2.2505086383974753	-2.0697546816853354	-1.5758303511973621	-2.4771407448083025	-1.6040597821546998	-1.5678957765313228	-2.181803870978292	-1.4663369871769107
OG0005414.0	OG0000187.1	OG0003699.6	OG0007148.0	OG0006142.4	OG0000026.45	OG0001707.6	OG0000257.0	OG0003925.0	OG0008980.7	OG0001228.1	OG0000621.39	OG0017980.2	OG0005844.2	OG0005107.4	OG0005888.0	OG0004864.0	OG0000310.18	OG0005494.2	OG0000435.0	OG0000001.425	OG0000204.2	OG0001377.24	OG0006635.0	OG0000006.561	OG0000894.25	OG0001078.24
-2.091110253026279	-1.5274082542630671	-2.6099927379084407	-1.729530859689422	-1.6964238003033594	-1.1872142911325638	-2.0017322736212373	-1.5253303408390566	-1.6443071024337756	-1.7529231680691826	-2.492484413520771	-2.3022261804448143	-2.996541680227589	-3.612813946416153	-1.7169079418249529	-2.606473967771645	-2.0622036593134485	-1.6157291074575852	-2.7480688733114134	-2.039784866105864	-1.2827897009804041	-2.006941609418847	-2.0576919438438153	-2.5907448533151625	-1.4663369871769107	-2.3540217245972155	-3.8648066369372662
OG0003203.2	OG0000032.252	OG0004840.3	OG0000200.0	OG0000336.0	OG0003915.0	OG0001230.26	OG0001656.2	OG0013499.2	OG0002217.0	OG0006474.4	OG0000276.72	OG0011346.0	OG0000002.1788	OG0000075.0	OG0000272.36	OG0008158.4	OG0004994.3	OG0001047.26	OG0000310.18	OG0000169.16	OG0007485.0	OG0005044.19	OG0002211.0	OG0008476.0	OG0006023.0	OG0003792.4
-2.0606981859003164	-1.542458237592193	-2.380821783940931	-1.6481455608676208	-2.026205070347394	-1.7413001844300975	-2.014499569695115	-1.9428616956064582	-4.103084943685489	-1.7254699553283768	-1.989649811830433	-2.1584293626044833	-2.8262329322632938	-1.3932735249871873	-1.5942254220501242	-1.810207062179741	-2.0356383367532658	-3.9187694651444978	-2.221623189091677	-1.6157291074575852	-1.6402539530945293	-1.4538340149720796	-1.9697345571423308	-3.1507212674692195	-2.6003366961119823	-1.7700429914156375	-1.7475843409673495
OG0002072.0	OG0004304.0	OG0000010.475	OG0001067.24	OG0000198.0	OG0000857.0	OG0000236.122	OG0000132.40	OG0000048.325	OG0006418.0	OG0002013.0	OG0008112.0	OG0006691.0	OG0007795.0	OG0004169.4	OG0000731.0	OG0000088.3	OG0000343.0	OG0000090.24	OG0004977.0	OG0002056.0	OG0000435.0	OG0011403.0	OG0002863.0	OG0000006.561	OG0003037.24
-1.997693532616831	-2.16682653676166	-1.5407782431771522	-1.820106829466452	-1.386091221203337	-1.9839316313723467	-1.712173132714919	-1.6201572725083175	-3.139235797371172	-3.151362038095294	-1.8484009177306033	-2.091110253026279	-2.387600316571993	-1.884434004078397	-2.039784866105864	-2.687799537362322	-1.6936210892890369	-1.9584766378156495	-1.3778192957794075	-1.8316146945852478	-2.0733932587486836	-2.039784866105864	-2.4619585466663363	-1.6159501932048403	-1.4663369871769107	-1.5855396941839017
OG0000011.866	OG0000987.19	OG0000109.0	OG0003098.12	OG0000349.0	OG0004455.4	OG0008285.0	OG0000132.40	OG0004780.0	OG0007052.0	OG0003837.0	OG0000000.3890	OG0000056.0	OG0000139.0	OG0006175.0	OG0001926.0	OG0000002.585	OG0000246.0	OG0005118.8	OG0002862.0	OG0004054.20	OG0001806.0	OG0001883.0	OG0005700.0	OG0000230.58	OG0010956.0	OG0000926.24
-1.3733272473940066	-1.8494403234246188	-1.6975932054422744	-2.506762580799785	-2.286304185156641	-2.8900377466011817	-1.8064174749183515	-1.6201572725083175	-1.8277685311745187	-1.5790595438629198	-1.7636604608316264	-2.728335289022766	-1.357714316940423	-1.5587290095614008	-2.7998723457263983	-2.219605903690676	-1.9356689537540164	-1.7636604608316264	-2.2873602020691486	-2.8365012677171206	-2.9428616956064584	-2.853084151912725	-1.5896588953859125	-1.8698598646635514	-1.4121549907457225	-1.820106829466452	-2.7923569873134677
OG0007042.0	OG0001018.1	OG0004551.0	OG0002209.38	OG0000109.0	OG0010734.0	OG0001848.0	OG0000102.0	OG0000042.314	OG0000336.0	OG0004857.5	OG0010584.0	OG0000495.1	OG0004957.0	OG0000142.14	OG0002222.0	OG0001177.22	OG0000026.45	OG0003818.6	OG0017933.2	OG0001186.24	OG0000169.16	OG0000992.0	OG0005137.0	OG0004892.3	OG0005619.0	OG0000006.561
-1.8772610280454547	-2.014499569695115	-2.02561753417927	-2.1475216763576133	-1.6975932054422744	-2.625489074231609	-2.3168874781868323	-1.5153978056277968	-1.7195187256993765	-2.026205070347394	-3.012751907408848	-2.7131188522118386	-2.3883554566263383	-3.016249351645075	-1.5525794954095031	-2.5137490111158916	-2.096036233197022	-1.1872142911325638	-1.917569900054051	-3.2162500169928254	-2.2848973639423953	-1.6402539530945293	-1.6567627527165794	-1.923304098169617	-1.7597467384154952	-3.316168825598677	-1.4663369871769107
OG0000011.866	OG0005643.0	OG0000109.0	OG0001000.24	OG0000071.0	OG0001836.0	OG0000183.0	OG0003181.15	OG0000187.1	OG0001437.24	OG0003381.2	OG0007850.16	OG0002426.84	OG0000392.72	OG0000011.1	OG0009953.0	OG0000967.4	OG0000272.36	OG0000090.24	OG0005164.5	OG0007965.0	OG0001441.1	OG0013996.0	OG0002293.0	OG0002185.6	OG0004677.10	OG0000926.24
